name,capital,manager,is_national,phone_number,email,is_import_export,is_transport,is_real_estate,is_agrobusiness,is_restoration,is_investment,is_general_commerce,is_BTP
transtech africa,2000000,MADAME SALL BINTA,True,+22899481208,notairefolikae@yahoo.fr,True,False,True,False,False,False,False,False
-,1000000,-,True,+22891940000,-,False,False,True,False,False,False,False,False
mediamania africa sarl u,1000000,MONSIEUR KAKPO ENAGNON FIACRE,True,+22897737550,-,False,False,True,False,False,False,False,False
 rubitec africa togo (sl)  - sarl u,5000000,-,True,+22890047262,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,MADAME DONKO OMALÊYÊ DIRECTRICE,False,+22890019412,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890626192,-,False,False,True,False,False,False,False,False
,1000000,MONSIEUR NAYANTE LAMBERT DAMETO,True,+22890162853,-,True,False,False,False,False,False,True,False
anethige consulting sarl,moins de 1.000.000,MONSIEUR ANANI EDEM THIERRY,True,+22892816562,-,False,False,True,False,False,False,False,False
j.j rousseau la releve i   sarl,1000000,MADAME NENE MINTO,True,+22890343358,-,False,False,True,False,False,False,False,False
doskof bless sarl,1000000,MADAME WOEDE KUAMBA,True,+22890830999,-,False,False,False,False,False,False,True,False
-,1000000,-,True,+22822273834,-,True,False,True,False,False,False,True,False
" entreprise de construction de bâtiments, de rénovation, d’assainissement et de la topographie (ecobrat)  sarl",1000000,MONSIEUR BABATOUNDE MOHAMED,True,+22893278451,-,True,False,True,False,False,False,False,True
 rungis-lome  sarl,2000000,MONSIEUR TOGBE KOMLAN ESSÉNAM,True,+22890360630,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,MONSIEUR SAKANDE,True,+22890025459,-,True,True,True,False,False,False,True,True
-,moins de 1.000.000,-,True,+22890024106,-,False,False,True,False,False,False,True,False
miniplast limited,100000000,MONSIEUR GHANEM NADIM WADIH,True,+2280003274101,info@miniplast.com,False,False,False,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890291954,nelotode@gmail.com,False,False,True,False,False,False,False,False
-,1000000,MONSIEUR LAMBONI KITCHESSOA,True,+22898191870,-,True,False,True,False,True,False,False,False
-,2000000,-,True,+22897096868,-,True,False,True,False,False,False,False,False
ste phoenix resources-togo sarlu,moins de 1.000.000,MONSIEUR GOVINDARAJAN,True,+22891136819,-,False,False,False,False,False,False,True,False
-,1000000,-,True,+22899467473,-,True,False,False,False,False,False,True,False
 joy new life .,2000000,MONSIEUR WANG,True,+22890121158,2581968088@qq.com,True,False,True,False,False,False,True,False
-,1000000,-,True,+22891583666,-,True,False,True,False,False,False,True,False
renew-d sci,1000000,MONSIEUR DOSSEH FOLIVI NOMMÉ,True,+22822209030,Me.Tsakadi@gmail.com,False,False,True,False,False,False,False,False
-,moins de 1.000.000,MADAME ODANI BOAME RAFATOU,True,+22892613786,-,False,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,+22892735723,-,False,False,True,False,False,False,True,False
junaidy impex (togo) ,1000000,-,True,,-,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890110923,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22822208897,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,MADAME FOLIKOUE AYOKO MAELLE,True,+22822504480,-,False,False,False,False,False,False,False,False
 la ruche-setrapal- sarl.,20000000,-,True,+22890018644,setrapal_togo@yahoo.fr,False,False,True,False,False,False,True,False
fk textile nadia sarl u,1000000,MADAME ADELA NADIA,True,+22893025300,-,True,False,True,False,False,False,True,False
-,10000000,MONSIEUR DRISSA SICEMA,True,,-,False,False,True,False,False,False,False,True
"wendmi trans multiservices sarl u, en abrégé (wendmi  sarl u)",1000000,-,True,+22890733239,wendmitrans@gmail.com,False,True,True,False,False,False,False,False
-,1000000,-,True,+22890033358,-,False,False,True,False,False,False,False,False
‘‘shehu farming and agriculture” sarl u.,1000000,-,True,+22890044379,-,False,False,False,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890116872,akocom141@gmail.com,False,False,True,False,False,False,True,False
-,10000000,MONSIEUR MISSIHOUN KODJO ANANI,True,+22890592324,-,True,False,True,False,False,False,True,True
 ths services  sarl,moins de 1.000.000,MADAME DAMASSOH EDWIGE EUPHRASIE,True,+22890081508,-,True,False,True,False,False,False,True,False
ethiopian airlines  sarl-u.,1000000,MADAME WOLDEKIDAN ABEBA SILESHI,True,+22890122336,-,False,True,True,False,True,False,False,False
group nouvelle technologie de l’information et de la,moins de 1.000.000,-,True,+22899749043,-,False,False,True,False,False,False,True,False
ms innovative hygiene s.a.r.l.u,1000000,-,True,+22891665025,-,True,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,+22892100695,-,False,False,True,False,False,False,True,False
-,2000000,-,True,+22892018703,-,False,False,False,False,False,False,True,False
-,1000000,-,True,+22898217605,-,True,False,True,False,False,False,True,False
 ame group  sarl,1000000,MONSIEUR AKAGLA KOFFI AMENYO,True,+22822254898,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890930250,-,True,False,True,True,False,False,True,False
entreprise deou construction  sarl.,moins de 1.000.000,MADAME AGBIGBI YAWAVI,True,+22892920270,-,True,False,True,False,False,False,True,False
societe sevi sarl (sss),1000000,MONSIEUR SEVI CODJO SAMUEL,True,+22899795883,-,False,False,True,False,False,False,True,False
anha  sarl,1000000,MONSIEUR HOSSAIN ANOWER,True,+22896891150,-,False,False,True,False,False,False,True,False
bethel rkf group  sarl,moins de 1.000.000,-,True,+22890858926,-,False,False,True,False,False,False,False,True
pro-briques sarl,2000000,MONSIEUR TINANKPA FARID OUFIL,True,+22890250958,-,False,False,True,False,False,False,False,False
mira kpalime,10000000,-,True,+22890812458,-,False,False,True,False,True,False,True,True
alfar 79 & co sarl.,1000000,MONSIEUR ALABI OLABISSI,True,+22890161833,-,True,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22896455576,-,True,False,True,False,False,False,True,True
-,moins de 1.000.000,-,True,+22893230689,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890236936,-,False,False,True,False,False,False,False,False
 kama global ,1000000,MONSIEUR SEN KAPIL,True,+22891154202,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890149055,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890913108,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890029479,-,False,False,True,False,False,False,False,False
-,1000000,MONSIEUR KIDEMA KEWIYA,True,+22893438517,-,False,False,True,False,False,False,False,True
-,moins de 1.000.000,-,True,+22890158283,-,False,False,False,False,False,False,True,False
-,2000000,-,True,+22899464397,-,True,True,True,False,False,False,False,False
ferme agricole maxime sarlu (f.a.m),1000000,MADAME AWESSO MANAPAWAI,True,,-,True,False,True,False,False,False,False,False
edibajuris sarl,1000000,MONSIEUR MOUZOU ALÉKI,True,+22870456419,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22828900240,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22890579566,-,False,False,True,False,False,False,False,False
-,5000000,-,True,+22890220669,-,False,False,True,False,False,False,True,False
s.m.j autoline sarl,1000000,-,True,+22822261052,-,False,False,True,False,False,False,True,False
la société prend la dénomination de   entreprise  essai  de  pompage et  construction  par abréviation  eepc  sarl.,1000000,MONSIEUR PORGO MAHAMADI MARC,True,+22822615565,-,False,False,True,False,False,False,False,False
 afric audit and accounting (3a)  sarl,5000000,MONSIEUR GERALDO MOUDA TAAHAF,True,+22890629531,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22891269690,-,False,False,True,False,False,False,True,False
societe asford  sarl-u,1000000,MONSIEUR DO REGO ABDOU,True,+22890244236,-,False,False,True,False,False,False,False,False
-,20000000,-,True,+22893426234,-,False,False,True,False,False,False,False,False
giomax   sarl,moins de 1.000.000,MONSIEUR EDOH KODJO MAXIME,True,+22890045957,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890058052,-,False,False,False,False,False,False,True,False
 westland-corp  sarl,1000000,-,True,+22890130646,info@westland-corp.com,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22892060644,-,False,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,+22891874433,-,False,False,True,False,False,False,False,False
administration – sûreté – sécurité – logistique (a2sl) sarlu.,moins de 1.000.000,MONSIEUR EDJEOU HÈZOUWÈ NOMMÉ,True,+22891866377,Me.Tsakadi@gmail.com,False,False,False,False,False,False,False,False
media-box,10000000,-,True,+22822209030,Me.Tsakadi@gmail.com,False,False,True,False,False,False,False,False
sedef group,1200000,-,True,+22822209030,Me.Tsakadi@gmail.com,False,False,True,False,False,False,False,False
yvonneg sarl.,1000000,MADAME NWACHUKWU OLUCHI OLGA,True,+22896952097,-,False,False,True,False,False,False,True,False
-,1000000,MONSIEUR ABIGUIME ESSO,True,+22891865613,-,True,False,False,False,False,False,False,True
-,1000000,-,True,,-,False,False,True,False,False,False,False,False
-,1000000,-,True,,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22898217605,-,False,False,True,False,False,False,True,False
-,1000000,-,True,+22898217605,-,False,False,True,False,False,False,True,True
kelon international succursale du togo sarl-u,100000000,-,True,,-,False,False,False,False,False,False,False,False
k 2 r energy  succursale du togo sarl-u,1000000,-,True,,-,False,False,False,False,False,False,False,True
-,1000000,-,True,+22890056798,-,False,False,True,False,False,False,True,False
-,1500000,-,True,+22890084078,-,False,False,True,False,False,False,True,False
-,1500000,-,True,+22890230174,-,False,False,True,False,False,False,False,False
gec advisory sarl,moins de 1.000.000,-,True,+22898857617,-,False,False,True,False,False,False,False,False
la societe  batao  sarl.,1000000,-,True,+22890040139,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22828222115,amorin.notaires@yahoo.fr,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22893915521,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22893709770,-,False,False,True,False,False,False,False,False
global africa  sarl,1000000,MONSIEUR SMAILI FATAH,True,+22890667952,-,True,False,True,False,False,False,True,False
inovad building sarl,1000000,MONSIEUR KUDA KOMLA GANYO,True,+22891702227,-,False,True,True,False,False,False,True,True
-,1000000,-,True,+22896371414,omegarchivage@gmail.com,False,False,True,False,False,False,False,False
fire system service (fss) sarl,1000000,-,True,+22822261052,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22898686699,-,False,False,True,False,False,False,False,False
la societe  elika  sarl u.,1000000,-,True,+22892681777,-,True,False,True,False,False,False,True,False
la societe   mercygod  sarl u,1000000,MONSIEUR POYODI E,True,,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22891086069,kpassimabdoul@gmail.com,True,False,True,True,False,False,True,False
natys-concept,1000000,MONSIEUR MÈDÈLÈZI NOMMÉ DANS,True,+22890218664,-,False,False,True,False,False,False,True,False
luxury car togo sarl,moins de 1.000.000,MONSIEUR AYITE AYITEGAN,True,,-,True,False,True,False,False,False,False,True
-,2000000,-,True,+22890053943,-,True,False,True,False,False,False,True,False
diginnov co sarl,3000000,MONSIEUR KASSANKOGNO MARTIAL,True,+22890069910,-,False,False,False,False,False,False,False,False
guyhono,1000000,MADAME EGUE LAURENCE CATHERINE,True,+22892100468,-,False,False,True,False,False,False,False,False
ntac  btp  sarl u,1000000,-,True,+22828909403,-,True,False,True,False,False,False,True,True
-,1000000,-,True,+22890886455,-,False,False,True,False,False,False,False,False
agrocore sarl,1000000,MONSIEUR REDA ALI,True,+22898650830,-,False,False,True,False,False,False,True,False
-,1000000,-,True,+22899252738,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890176561,-,True,False,True,False,False,False,True,False
mansaart togo (s.a.s),moins de 1.000.000,MONSIEUR ULRICH AYAWO AKAKPO,True,,-,False,False,False,False,False,False,False,False
-,1000000,-,True,+22890862222,-,False,False,True,False,False,False,False,False
-,2000000,MONSIEUR ZANDA VOUGO CHRISTIAN,True,+22899481599,-,False,False,True,False,False,False,True,True
ifenou groupe s.a.r.l,5000000,MONSIEUR SAGNAN YAO,True,+22893473321,-,True,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890380561,-,False,False,True,False,False,False,True,False
-,1000000,MONSIEUR KOUSSIAKOU EKOUE PATRICK,True,+22890881919,-,False,False,False,False,False,False,False,False
esseg-statistique sarl u,moins de 1.000.000,-,True,+22822254040,dslbs2002@yahoo.fr,False,False,True,False,False,False,False,False
wilsonsal sarl u,1000000,-,True,+22898725971,wilsonsalltd@gmail.com,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22892160549,-,False,False,True,False,False,False,False,False
-,1000000,MONSIEUR KOUROUMA MOHAMED,True,+22890063193,-,True,False,True,True,False,False,True,False
-,1000000,-,True,+22890542200,-,False,False,True,False,True,False,False,False
accompagnement par partenariat unique interne consulting (appui consulting) s.a.r.l,moins de 1.000.000,-,True,+22896058787,-,True,False,True,False,False,False,False,False
-,1000000,-,True,+22890411079,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890012957,-,False,False,True,False,False,False,False,False
cleis sarl,moins de 1.000.000,MONSIEUR AJAVON-MIKPOOM DEDE,True,+22898454501,-,False,False,True,False,False,False,False,False
societe yah building sarl,5000000,MONSIEUR YAHOUEDEOU SOUROU ALEXIS,True,+22892673546,-,True,False,True,False,False,False,True,False
imprimerie light print  sarl,1500000,MADAME DANSOU DELALI AKPE,True,+22890574727,-,False,False,True,False,False,False,False,False
 laurore des atlantiques gracias  sarl,1000000,MADAME SOGODO SYLVIE AYOKO,True,+22890226059,-,False,False,False,False,False,False,True,False
-,1000000,-,True,+22890231709,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890207798,-,False,True,True,False,False,False,False,False
international medical services (ims),10000000,MADAME OVADIA YARDENA,True,,-,False,False,True,False,False,False,False,True
cmak afrique togo plus sarl ;,1000000,MONSIEUR ALASSANI ASSOUMAÏLA,True,+22890068994,-,True,True,True,False,False,False,True,True
societe d’expertise en assainissement et en amenagement sarl ;,1000000,MONSIEUR SEGBE KOFFI AGBLENYO,True,+22892605323,-,False,False,True,False,False,False,False,False
togo marbre consortium sarl ;,1000000,MONSIEUR SEGBE KOFFI AGBLENYO,True,+22892605323,-,True,True,True,False,False,False,True,True
-,1000000,-,True,+22870278063,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22892545537,-,True,True,True,False,False,False,False,False
la société prend la dénomination de   first car international ,1000000,MADAME AHADJI ASSI EVITA,True,+22822612898,-,False,False,True,False,True,False,False,False
-,1000000,-,True,,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22893421069,-,False,False,True,False,False,False,False,False
la societe   senam-esso  sarl.,1000000,MONSIEUR KOFFI KOKOU SÉNAM,True,+22890684978,-,True,False,True,True,False,False,True,False
la société prend la dénomination de  societe internationale de services - togo par abréviation  sis - togo  sarl.,1000000,MADAME COUDJOE AYAWOVI A,True,+22890181509,-,True,False,True,False,False,False,False,True
kifema capital sas,973000000,MONSIEUR MIVEDOR EKUÉ,True,+22828222312,-,False,False,False,False,False,False,False,False
-,1000000,MONSIEUR AMETCHOU AYAOVI EDEM,True,+22890981810,-,False,False,True,False,False,False,True,False
togo medias services,10000000,-,True,+22892518837,-,False,False,True,False,False,False,False,False
“groupe perfection (g-perfect) holding”sas,150000000,-,True,+22822222262,-,False,False,True,False,False,False,False,False
univers de tino (uniti) sarl-u.,1000000,MONSIEUR LATEVI-MESSANVI KODZO,True,+22893052323,-,True,True,True,False,False,False,False,False
 ic togo diplomatic security ,1000000,-,True,,-,False,False,False,False,False,False,False,True
-,1000000,-,True,+22822505000,-,True,False,True,False,False,False,False,False
-,1000000,-,True,,-,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,False,,-,True,False,False,False,False,False,True,False
-,moins de 1.000.000,-,False,,-,True,False,False,False,False,False,True,False
-,1000000,-,True,+22898532828,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22898032883,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22899080072,-,False,False,True,False,False,False,False,False
hodo-sarl,1000000,MADAME TCHEDRE FEYEKPAWE,True,,-,False,False,True,False,False,False,False,True
-,moins de 1.000.000,-,True,+22896273535,-,False,True,True,False,False,False,True,False
axe moderne constructions (a.m.c),5000000,MADAME GNASSINGBE E,True,+22893382434,-,False,False,True,False,False,False,True,True
 societe  togolaise d’armement maritime et multiservice (stamm)  sarl,10000000,-,True,+22890855571,-,True,False,True,False,False,False,True,False
-,1000000,MONSIEUR EVODA KOUMI BORIS,False,,-,True,False,False,False,False,False,True,False
-,moins de 1.000.000,MONSIEUR NYOWATCHON SEGNO,True,+22893538343,-,False,False,True,False,False,False,True,True
-,moins de 1.000.000,MONSIEUR KPADENOU KOSSI HUNKPATI,True,+22896676666,-,False,False,False,False,False,False,False,False
gateway vision  sarl,1000000,-,True,+22822261052,-,True,False,True,False,False,False,True,False
 societe cerco,1000000,-,True,+22898316333,-,False,False,True,False,False,False,False,False
-,10000000,-,True,+22890521512,-,False,False,True,False,False,False,True,False
nodep togo,2000000,MADAME KADAI ATTIDEKOU BENOIT,True,+22891702450,-,False,False,True,False,False,False,True,False
-,1000000,-,True,+22890951468,bdissirama@gmail.com,True,False,False,False,True,False,True,False
-,moins de 1.000.000,-,True,+22899470120,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22899067693,-,False,False,True,False,False,False,True,False
-,1000000,-,True,+22822267342,-,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890044000,-,False,False,True,False,False,False,False,False
globe contact international-afrique,moins de 1.000.000,MADAME GBADOE AYOKO NYAVO,True,+22899543375,gciafrique@gmail.com,False,False,True,False,False,False,False,False
opus academy sarl,moins de 1.000.000,MONSIEUR BEHANZIN VIGNINOU YVES,False,,-,True,False,True,False,False,False,True,True
 akam consulting - sarl u ,1000000,MONSIEUR ANNAM KOKOU DZIDULA,True,+22898817001,-,True,False,False,False,False,False,True,False
miropass a-mart togo sarl.,1000000,MADAME ANAKOR VICTORY CHIDIMMA,True,+22893167084,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22822305885,-,False,False,True,False,False,False,False,True
-,moins de 1.000.000,-,True,+22890330936,-,False,False,True,False,False,False,False,True
-,1100000,-,True,+22890231709,-,False,True,True,False,False,False,False,False
-,1000000,-,True,,-,False,False,True,False,False,False,False,False
cofra  btp  sarl u,moins de 1.000.000,-,True,+22828909845,-,False,False,True,False,False,False,False,True
pro human and busuness services,1000000,MONSIEUR NARE SIM,True,+22890690600,-,False,False,True,False,False,False,False,False
-,1500000,-,True,+22892626662,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890021982,-,True,False,True,False,False,False,False,False
events and gifts sarl,moins de 1.000.000,MADAME OKENWA BLESSING C,True,+22870486161,eventsgifts1@gmail.com,True,False,False,False,False,False,True,False
-,1000000,-,True,+22890395808,-,True,False,True,False,False,False,True,True
bgs (big group and service) sarl,3000000,-,True,,-,True,False,True,True,False,False,False,False
idea’s group sarl,1000000,MONSIEUR MISSEBUKPO KOKOU,True,+22891109330,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22891203940,-,True,False,True,False,False,False,True,True
abn multi services togo sarl-u.,1000000,-,True,+22892304648,-,True,False,True,False,False,False,True,False
-,1000000,MADEMOISELLE WELBECK ABRAVI DOVENAM,True,+22891338668,devconsultingsarl@gmail.com,False,False,True,False,False,False,False,False
 accord auto/moto (aam)  sarl,moins de 1.000.000,MONSIEUR HOUNGO MAWOUNA,True,+22896020656,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22891602199,-,False,False,True,False,False,False,False,False
-,2000000,-,True,+22822207939,-,True,False,True,False,False,False,True,False
2dtb sarl,1000000,-,True,+22822209030,Me.Tsakadi@gmail.com,False,False,True,False,False,False,False,True
maxi trans,1000000,MADAME KOMBATE-DAMANGUE PAKIYENDOU,True,,-,False,False,True,False,False,False,False,False
 rosy voyages  sarl-u.,2000000,MADAME LEGBA-MONY AMEYO,True,+22892405923,-,False,False,True,False,False,False,False,False
 galsen group  sarl,moins de 1.000.000,MADAME SRONVI ADJOWA EMÉFA,True,+22891906660,-,True,False,True,False,False,False,True,False
entreprise des travaux d'hydraulique et btp (eth btp)sarl,10000000,MONSIEUR KODODJI,True,,-,True,True,True,False,False,False,True,True
-,10000000,MONSIEUR SAKA YACOUB,True,+22896007304,s.yacoub@cbctgroup.com,False,True,True,False,False,False,True,False
“agro drones togo”,1000000,MONSIEUR ATSOU KOSSIVI,True,+22890471688,-,False,False,True,False,False,False,True,False
coeos afro sarl,1000000,-,True,+22828936067,-,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890043209,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22892283988,-,False,True,True,False,False,False,True,False
-,1000000,-,True,+22896119697,-,False,False,True,False,False,False,False,True
 2a solutions ,1000000,-,True,+22822215233,-,False,False,True,False,False,True,False,False
 rkc consulting  sarl,1000000,MONSIEUR CREPPY AYITEVI HINNEMI,True,+22891945414,-,True,False,True,False,False,False,True,True
"consortium des promoteurs des arts et metiers de construction en bâtiment et travavux publics, (copamec btp) sarl",moins de 1.000.000,MONSIEUR TOUKA SIMDJORAME ET,True,+22890202762,copamecbtp@gmail.com,True,False,True,False,False,False,False,True
 kpante saye brigitte tatiana  en abrégé  ‘’ksbt’’,1000000,-,True,+22890069348,ksbt-sarl@outlook.fr,False,True,True,False,False,False,False,False
-,1000000,-,True,+22890097009,-,False,True,True,False,False,False,False,False
societe civile immobiliere adaptif immobilier,1000000,MONSIEUR ELIJAH AILEN OMIJIE,True,+22893709464,-,False,False,True,False,False,False,False,False
societe civile immobiliere toussida,1000000,MONSIEUR PAUL VALERY COMPAORE,True,+22898301358,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22892487201,-,False,False,True,False,False,False,False,True
-,5000000,-,True,+22891010885,-,False,False,False,False,False,False,False,False
 transxnd remittance services  sarl u,1000000,-,True,+22891809523,-,True,True,True,False,False,False,True,False
 sim-sns ,2000000,MONSIEUR ALLIASSIM ARIZIKI,True,+22828912804,-,False,False,True,False,False,False,True,False
afripamed togo s.a.r.l,1000000,MONSIEUR MAZET MARCELIN LIE,True,+22898435367,-,False,False,True,False,False,False,False,False
 huarui import nd export trading  sarl u.,moins de 1.000.000,MADAME GUO XINGJUAN,True,+22870165666,-,True,False,True,False,True,False,True,False
baroa sarl,1000000,MONSIEUR OULARI SEBOU,True,+22890152050,-,False,False,True,False,False,False,False,False
horus construction sarl,1500000,MONSIEUR NIKABOU KPANTE DODZI,True,+22890321357,-,False,False,True,False,False,False,True,True
africa west equipment sarl,moins de 1.000.000,MADEMOISELLE POKO HEZOU ELSA,True,+22890788956,pokoelsa@gmail.com,True,True,True,False,False,False,True,False
-,10000000,-,True,+22890289238,-,False,False,True,False,False,False,False,False
la societe   amaz groupe sarl,1000000,MONSIEUR GNEBAKOU DAWOUNLA,True,+22828225058,-,False,False,True,False,False,False,False,False
" kekar- amase  sarl (audit, accounting and management advisory  services) ",2000000,MONSIEUR MONLANDJO,True,+22822606998,amase.kekar@helim.tg,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,False,False,True,False,False,False,False,False
societe d’action globale (soag) sarl,1000000,MONSIEUR SOBASSI OYOBI,True,+22890495676,-,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22893657826,-,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,False,False,True,False,False,False,True,True
-,moins de 1.000.000,-,True,+22898223824,-,True,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,False,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,+22899497575,-,False,False,True,False,False,False,True,False
leaders group enterprising (lge) sarl,moins de 1.000.000,MONSIEUR FIAGAN KWAMI DZIDZO,True,+22892066342,contact@leadergroupfje.com,False,False,True,False,False,False,False,False
-,1000000,-,True,+22891077776,daboyatoure@juno.com,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,,lcgroup02018@gmail.com,True,False,True,False,False,False,True,True
hmm.pack80  sarl,moins de 1.000.000,-,True,+22896066201,-,False,False,True,False,False,False,False,False
 excel construction  -sarl ‘u’.,1000000,MONSIEUR AGBLEGOE ATSOU POUR,True,+22892558898,-,False,False,True,False,False,False,False,True
no pest international  sarl,1000000,-,True,+22891744376,-,False,False,True,False,False,False,True,False
ewaza distribution sarl.,10000000,MONSIEUR LOMOU KOMLAN,True,+22892411030,ewazadistribution@gmail.com,False,False,True,True,False,False,False,False
-,moins de 1.000.000,-,True,+22870064242,sopressinternational@gmail.com,True,False,False,False,True,False,True,False
ʺalliance automobiles servicesʺ sarl-u.,10000000,MONSIEUR KUESSAN KOKOU KOUEVIDJIN,True,+22822217931,etudeamahpoyode2@yahoo.fr,False,False,False,False,False,False,False,False
-,moins de 1.000.000,-,True,+22896818528,-,True,False,False,False,False,False,True,False
-,1000000,-,True,+22890342233,-,False,True,True,False,False,False,False,False
-,1000000,-,True,+22897550770,-,False,False,True,False,False,False,False,False
futur togo sarl u,1000000,MONSIEUR GUYON SÉBASTIEN,True,,-,False,False,True,False,False,False,False,False
-,5000000,-,True,+22892650232,-,False,False,False,False,False,False,False,False
transport kanawe (tk) sarl,1000000,-,True,,-,False,True,False,False,False,False,True,False
 entreprise ouest africaine pour la construction  sarl,1000000,-,True,+22822261052,-,True,False,True,False,False,False,True,True
-,1000000,-,True,+22891287382,-,False,False,True,False,False,False,False,False
  pascal et fils  sarl,1000000,-,True,+22891382303,-,True,False,True,False,False,False,True,False
verm’ange holding consulting group sarl,1000000,MONSIEUR AMOUH TÊTÉ NOVINYO,True,+22893635151,-,False,False,True,False,False,False,False,False
abotchi centrale distribution sarl (ab-c distribution sarl),1000000,MONSIEUR ABOTCHI KOKOU RAPHAËL,True,+22891972884,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22879628097,-,False,False,True,False,False,False,True,False
brian investment group sarl,1000000,MONSIEUR AMOUH TÊTÉ NOVINYO,True,+22893635151,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,False,False,True,False,False,False,False,False
 cimenterie de la côte ouest africaine (cimco)  s.a,10000000,-,True,+22896260527,-,False,True,True,False,False,False,True,False
 p – services  sarl,1000000,-,True,+22892478673,-,False,False,True,False,False,True,False,False
 comptoir de l’immobilier togolais  sas,1000000,-,True,+22899169952,-,False,False,True,False,False,False,False,False
wonder hôtel (wonder hôtel)  sarl,1000000,MONSIEUR KABORE SOMZANBNOMA CESAIR,True,+22896649494,-,False,False,True,False,True,False,True,False
oliver motors (oliver motors)  sarl,2000000,MADAME AMENYO ABLAVI,True,+22892488391,-,True,False,True,False,False,False,True,False
afrique audit conseil (aac)  sarl,1000000,MONSIEUR ASSOU KODJO KANGNI,True,+22890843009,-,False,False,True,False,False,False,False,False
ital sica (ital sica)  sarl,1000000,MONSIEUR NOKOU KOMLAN ELIKPLIM,True,+22893190684,-,True,False,True,False,False,False,True,True
onel assurance express  sarl,1000000,MONSIEUR AKLAVOIN KOMLANGAN,True,+22822502484,-,False,False,True,False,False,False,False,False
 verone ,2000000,-,True,,-,True,True,True,False,False,True,True,False
 international trade corporate (itc)  sarl,300000000,MONSIEUR ZOSSOU SEDJRO ROLAND,True,+22890753118,-,True,False,False,False,False,False,True,True
castrol togo sarl,1000000,-,True,+22892005100,-,False,False,True,False,False,False,True,False
société shalom world sarl,1000000,-,True,,-,False,False,False,False,False,False,False,False
-,2000000,-,True,+22893681109,matthiaapote@yahoo.fr,True,False,True,True,False,False,True,True
